customer_id,national_id,full_name,gender,date_of_birth,age,nationality,city,marital_status,dependents,education_level,employment_status,employment_sector,job_title,monthly_salary,years_of_employment,salary_frequency,customer_since,preferred_language,customer_status
CUS004229,1334423629,Salman Al-Abbasi,Male,1964-03-10,61,Saudi,Riyadh,Married,5,Bachelor,Private,Private,Marketing Manager,16174.0,16,Monthly,2022-07-10,Arabic,Active
CUS004230,1165386181,Loai Al-Bishi,Male,1986-04-26,39,Saudi,Jeddah,Widowed,2,No Formal Education,Government,Government,Government Employee,20647.0,8,Monthly,2009-12-17,Arabic,Active
CUS004231,1235105839,Hessa Al-Qurashi,Female,1966-02-23,59,Saudi,Riyadh,Widowed,3,Bachelor,Private,Private,IT Specialist,6805.0,10,Monthly,2012-07-20,Arabic,Active
CUS004232,1933169036,Osama Al-Bogami,Male,1983-03-08,42,Saudi,Taif,Married,5,Bachelor,Self-Employed,Self-Employed,Restaurant Owner,59402.0,0,Monthly,2005-08-04,Arabic,Active
CUS004233,1596371707,Ibrahim Al-Malki,Male,1984-12-26,40,Saudi,Jizan,Married,5,High School,Private,Private,Accountant,20619.0,6,Monthly,2009-02-18,Arabic,Active
CUS004234,1336895749,Shahad Al-Shehri,Female,1968-01-15,57,Saudi,Dammam,Married,4,Master,Government,Government,Customs Officer,15924.0,6,Monthly,2009-01-30,Arabic,Active
CUS004235,1900435939,Abdulaziz Al-Sayyid,Male,1974-04-10,51,Saudi,Riyadh,Married,5,High School,Private,Private,Financial Analyst,15584.0,21,Monthly,2015-01-13,Arabic,Active
CUS004236,1782930253,Fahad Al-Ghamdi,Male,1994-06-18,30,Saudi,Jeddah,Married,4,Bachelor,Retired,Retired,Retired Engineer,7627.0,10,Monthly,2015-01-02,Arabic,Inactive
CUS004237,1818541605,Bilal Al-Shehri,Male,1987-04-09,38,Saudi,Al Ahsa,Married,5,Bachelor,Government,Government,Army Officer,18228.0,1,Monthly,2010-11-13,Arabic,Active
CUS004238,1985744854,Nora Al-Johani,Female,1961-08-12,63,Saudi,Riyadh,Married,5,Bachelor,Government,Government,Nurse,22789.0,22,Monthly,2019-08-09,English,Active
CUS004239,1235896832,Dana Al-Qahtani,Female,1966-03-29,59,Saudi,Mecca,Single,0,Bachelor,Private,Private,Operations Manager,18840.0,5,Monthly,2013-11-15,Arabic,Active
CUS004240,1282767261,Ibrahim Al-Anzi,Male,1984-12-02,40,Expat,Jeddah,Married,5,Bachelor,Private,Private,Software Engineer,19783.0,19,Monthly,2019-05-08,English,Active
CUS004241,1691364231,Lujain Al-Thubaiti,Female,1986-06-05,38,Saudi,Dhahran,Divorced,2,,Government,Government,Army Officer,30411.0,8,Monthly,2017-12-28,Arabic,Active
CUS004242,1469786940,Mohammed Al-Bishi,Male,1993-07-28,31,Saudi,Jeddah,Single,0,Bachelor,Self-Employed,Self-Employed,Business Owner,35503.0,0,Monthly,2005-03-02,Arabic,Active
CUS004243,1975974370,Haifa Al-Enezi,Female,1982-11-26,42,Saudi,Riyadh,Married,3,Bachelor,Private,Private,Sales Manager,21189.0,7,Monthly,2009-04-26,English,Active
CUS004244,1969845293,Khalid Al-Harbi,Male,1960-09-12,64,Saudi,Dammam,Married,5,Diploma,Student,Student,University Student,1483.0,0,Monthly,2010-02-28,Arabic,Active
CUS004245,1581210513,Talal Al-Bishi,Male,1986-08-20,38,Saudi,Jeddah,Married,4,Bachelor,Government,Government,Doctor,25443.0,15,Monthly,2016-08-13,Arabic,Active
CUS004246,1124315093,Shahad Al-Harbi,Female,1971-02-13,54,Saudi,Medina,Married,5,,Self-Employed,Self-Employed,Restaurant Owner,12050.0,11,Monthly,2010-09-19,Arabic,Active
CUS004247,1435192627,Ahmed Al-Thubaiti,Male,1981-11-09,43,Saudi,Riyadh,Married,3,No Formal Education,Government,Government,Army Officer,29544.0,6,Monthly,2016-01-15,English,Active
CUS004248,1861482442,Hamad Al-Shammari,Male,2003-11-08,21,Saudi,Mecca,Single,0,Diploma,Private,Private,Logistics Coordinator,23968.0,1,Monthly,2007-06-26,Arabic,Active
CUS004249,1275252926,Ali Al-Malki,Male,1995-01-08,30,Saudi,Jeddah,Married,4,Master,Private,Private,Marketing Manager,13062.0,10,Monthly,2009-12-05,Arabic,Active
CUS004250,1946816526,Lina Al-Otaibi,Female,2003-09-24,21,Saudi,Mecca,Married,5,Master,Private,Private,Sales Manager,15114.0,0,Monthly,2015-09-12,English,Inactive
CUS004251,1373346482,Ahmed Al-Enezi,Male,1967-05-11,58,Saudi,Taif,Widowed,3,Diploma,Retired,Retired,Retired Engineer,12275.0,31,Monthly,2005-03-19,Arabic,Active
CUS004252,1144838190,Omar Al-Ruwaili,Male,1965-08-10,59,Saudi,Arar,Married,1,Bachelor,Government,Government,Nurse,14658.0,23,Monthly,2012-08-13,English,Active
CUS004253,1919589479,Hatim Al-Khaldi,Male,1995-12-11,29,Saudi,Khobar,Married,1,Master,Private,Private,Operations Manager,17565.0,1,Monthly,2016-11-03,Arabic,Active
CUS004254,1880417977,Mohammed Al-Ghamdi,Male,1973-10-15,51,Saudi,Khobar,Divorced,2,Bachelor,Government,Government,Ministry Clerk,9415.0,21,Monthly,2016-01-31,Arabic,Active
CUS004255,1263630732,Bilal Al-Qurashi,Male,1997-12-20,27,Saudi,Mecca,Married,5,Bachelor,Self-Employed,Self-Employed,Real Estate Developer,38109.0,3,Monthly,2020-05-27,Arabic,Active
CUS004256,1455480893,Sanaa Al-Harbi,Female,1988-01-31,37,Saudi,Riyadh,Married,1,Bachelor,Government,Government,Customs Officer,29319.0,4,Monthly,2020-12-22,Arabic,Active
CUS004257,1467416157,Sanaa Al-Bakri,Female,1970-01-21,55,Saudi,Dammam,Married,4,High School,Retired,Retired,Retired Government,12405.0,32,Monthly,2016-01-06,Arabic,Active
CUS004258,1462657536,Muhannad Al-Hamdan,Male,1967-11-10,57,Saudi,Riyadh,Widowed,2,High School,Retired,Retired,Retired Government,7143.0,18,Monthly,2021-05-03,Arabic,Inactive
CUS004259,1411764980,Mazen Al-Khaldi,Male,1986-06-28,38,Saudi,Riyadh,Married,4,Master,Retired,Retired,Retired Military,11205.0,15,Monthly,2012-07-07,English,Active
CUS004260,1540818891,Majed Al-Yami,Male,1972-02-28,53,Saudi,Dammam,Married,1,High School,Government,Government,Administrative Staff,16556.0,4,Monthly,2008-02-25,Arabic,Active
CUS004261,1659642358,Turki Al-Abbasi,Male,2001-05-25,24,Saudi,Medina,Single,0,Master,Private,Private,Sales Manager,14225.0,3,Monthly,2008-08-25,Arabic,Inactive
CUS004262,1748144052,Ghada Al-Balawi,Female,1982-04-19,43,Saudi,Jeddah,Single,0,Diploma,Government,Government,Ministry Clerk,24738.0,22,Monthly,2009-02-03,Arabic,Active
CUS004263,1880014661,Hatim Al-Subaie,Male,1993-07-21,31,Saudi,Khobar,Single,0,Bachelor,Retired,Retired,Retired Engineer,13266.0,11,Monthly,2022-09-09,Arabic,Active
CUS004264,1947984585,Yousef Al-Johani,Male,1995-06-17,29,Saudi,Najran,Divorced,0,Bachelor,Self-Employed,Self-Employed,Freelancer,13891.0,6,Monthly,2006-11-07,Arabic,Active
CUS004265,1852003560,Aisha Al-Qurashi,Female,1975-03-22,50,Saudi,Mecca,Married,4,Bachelor,Private,Private,Marketing Manager,10229.0,14,Monthly,2020-04-25,Arabic,Active
CUS004266,1834367641,Rayan Al-Dawsari,Male,1996-11-04,28,Saudi,Dammam,Single,0,Master,Self-Employed,Self-Employed,Trader,52714.0,1,Monthly,2019-01-21,Arabic,Active
CUS004267,1339371108,Dalal Al-Anzi,Female,1964-10-08,60,Saudi,Riyadh,Divorced,1,Master,Government,Government,Teacher,27298.0,18,Monthly,2019-12-24,English,Active
CUS004268,1721532517,Yousef Al-Harbi,Male,2000-03-30,25,Saudi,Arar,Married,2,Bachelor,Private,Private,Logistics Coordinator,16364.0,5,Monthly,2008-08-05,Arabic,Inactive
CUS004269,1954444866,Reema Al-Bakri,Female,1992-08-21,32,Saudi,Riyadh,Married,5,Diploma,Government,Government,Army Officer,8229.0,5,Monthly,2021-03-25,Arabic,Active
CUS004270,1583042258,Ibtisam Al-Rashidi,Female,2004-01-24,21,Saudi,Buraidah,Single,0,Bachelor,Student,Student,University Student,1155.0,0,Monthly,2006-01-05,Arabic,Active
CUS004271,1591938431,Asma Al-Asiri,Female,1989-09-30,35,Saudi,Jizan,Married,3,High School,Retired,Retired,Retired Military,6138.0,10,Monthly,2005-10-02,Arabic,Active
CUS004272,1797115093,Shatha Al-Hamdan,Female,1979-12-07,45,Saudi,Dammam,Married,1,Diploma,Self-Employed,Self-Employed,Restaurant Owner,20607.0,25,Monthly,2021-06-18,Arabic,Active
CUS004273,1141529668,Bader Al-Harbi,Male,1986-09-07,38,Saudi,Abha,Widowed,0,Bachelor,Student,Student,Vocational Student,1093.0,0,Monthly,2011-11-07,Arabic,Active
CUS004274,1414790703,Saad Al-Shehri,Male,1966-07-13,58,Saudi,Jeddah,Single,0,Diploma,Government,Government,Doctor,17629.0,25,Monthly,2005-04-11,Arabic,Active
CUS004275,1211949588,Nora Al-Qurashi,Female,1963-01-14,62,Saudi,Jizan,Married,5,High School,Retired,Retired,Retired Military,4071.0,33,Monthly,2019-03-21,Arabic,Inactive
CUS004276,1211668024,Waleed Al-Otaibi,Male,1979-02-18,46,Saudi,Khobar,Married,2,High School,Government,Government,Teacher,12977.0,7,Monthly,2008-05-16,Arabic,Active
CUS004277,1546213863,Turki Al-Johani,Male,1964-10-15,60,Saudi,Jeddah,Married,2,Bachelor,Self-Employed,Self-Employed,Restaurant Owner,26029.0,1,Monthly,2009-10-26,Arabic,Inactive
CUS004278,1611827084,Mazen Al-Makki,Male,2002-04-10,23,Saudi,Riyadh,Single,0,High School,Self-Employed,Self-Employed,Transport Owner,57565.0,2,Monthly,2019-11-04,Arabic,Active
CUS004279,1699059451,Hamad Al-Bishi,Male,1983-04-02,42,Saudi,Mecca,Divorced,3,Diploma,Government,Government,Teacher,34762.0,12,Monthly,2011-04-23,English,Active
CUS004280,1677068615,Omar Al-Enezi,Male,1978-08-12,46,Saudi,Taif,Married,5,Bachelor,Government,Government,Administrative Staff,19777.0,16,Monthly,2007-12-25,Arabic,Active
CUS004281,1174249796,Majed Al-Subaie,Male,1986-01-30,39,Saudi,Taif,Married,4,Diploma,Government,Government,Engineer,23270.0,14,Monthly,2006-01-22,Arabic,Active
CUS004282,1486208946,Sanaa Al-Thubaiti,Female,1960-10-15,64,Saudi,Abha,Married,4,High School,Student,Student,University Student,2623.0,0,Monthly,2009-03-18,Arabic,Active
CUS004283,1946876253,Osama Al-Qurashi,Male,1960-11-05,64,Saudi,Riyadh,Single,0,Bachelor,Government,Government,Teacher,9039.0,17,Monthly,2010-01-27,Arabic,Active
CUS004284,1726830415,Loai Al-Bogami,Male,1965-07-28,59,Saudi,Jeddah,Single,0,Bachelor,Private,Private,Accountant,9092.0,1,Monthly,2020-03-16,Arabic,Active
CUS004285,1552395117,Waleed Al-Rashidi,Male,1969-05-07,56,Saudi,Medina,Single,0,PhD,Self-Employed,Self-Employed,Investor,10899.0,14,Monthly,2023-07-25,English,Active
CUS004286,1784651936,Yousef Al-Abbasi,Male,1984-04-03,41,Saudi,Dammam,Married,5,High School,Government,Government,Administrative Staff,22708.0,2,Monthly,2017-03-23,Arabic,Active
CUS004287,1942180956,Nora Al-Makki,Female,1964-03-10,61,Saudi,Jeddah,Married,4,Bachelor,Private,Private,Sales Manager,20942.0,4,Monthly,2015-09-26,Arabic,Active
CUS004288,1406541662,Rayan Al-Sayyid,Male,1979-02-07,46,Saudi,Dammam,Married,5,Diploma,Private,Private,Accountant,9670.0,22,Monthly,2019-05-15,Arabic,Active
CUS004289,1529207799,Tariq Al-Otaibi,Male,1992-02-16,33,Saudi,Medina,Married,5,,Government,Government,Police Officer,27245.0,13,Monthly,2009-09-23,Arabic,Active
CUS004290,1792481299,Arwa Al-Ruwaili,Female,1969-02-24,56,Saudi,Mecca,Married,5,Bachelor,Self-Employed,Self-Employed,Trader,24814.0,24,Monthly,2017-05-28,English,Active
CUS004291,1594173278,Osama Al-Asiri,Male,1980-10-10,44,Saudi,Dammam,Married,5,Bachelor,Government,Government,Government Employee,32869.0,12,Monthly,2011-10-08,Arabic,Active
CUS004292,1350017211,Hatim Al-Yami,Male,1964-02-24,61,Saudi,Medina,Married,3,Bachelor,Government,Government,Nurse,26258.0,10,Monthly,2013-05-14,Arabic,Active
CUS004293,1666552821,Bandar Al-Hamdan,Male,1978-12-22,46,Saudi,Riyadh,Divorced,1,Bachelor,Private,Private,Operations Manager,22199.0,4,Monthly,2022-03-25,Arabic,Active
CUS004294,1519805314,Ibtisam Al-Sayyid,Female,1983-07-23,41,Saudi,Buraidah,Married,1,Master,Private,Private,Software Engineer,21909.0,9,Monthly,2023-12-02,Arabic,Active
CUS004295,1944788715,Raed Al-Asiri,Male,1987-01-21,38,Saudi,Riyadh,Married,1,High School,Student,Student,Vocational Student,293.0,0,Monthly,2009-09-18,Arabic,Active
CUS004296,1468583030,Mazen Al-Hamdan,Male,1989-10-31,35,Saudi,Khobar,Married,2,High School,Retired,Retired,Retired Military,10520.0,14,Monthly,2013-01-19,Arabic,Active
CUS004297,1508143904,Mansour Al-Khaldi,Male,1989-06-15,35,Saudi,Riyadh,Single,0,Bachelor,Private,Private,Operations Manager,7552.0,9,Monthly,2023-09-29,Arabic,Active
CUS004298,1753610437,Hamad Al-Madani,Male,1999-01-02,26,Saudi,Dammam,Single,0,Diploma,Government,Government,Engineer,30700.0,6,Monthly,2005-09-27,Arabic,Active
CUS004299,1110908362,Nasser Al-Makki,Male,1962-03-27,63,Saudi,Hail,Married,2,Master,Government,Government,Customs Officer,7110.0,17,Monthly,2022-10-22,Arabic,Active
CUS004300,1418922760,Sultan Al-Sayyid,Male,1974-05-24,51,Saudi,Riyadh,Married,4,No Formal Education,Government,Government,Police Officer,14672.0,19,Monthly,2006-03-22,Arabic,Active
CUS004301,1399077338,Ali Al-Sulami,Male,1976-09-10,48,Saudi,Arar,Single,0,High School,Private,Private,HR Specialist,18357.0,2,Bi-Monthly,2007-10-24,Arabic,Active
CUS004302,1652868878,Hala Al-Qahtani,Female,1996-10-04,28,Saudi,Riyadh,Single,0,Bachelor,Self-Employed,Self-Employed,Trader,50236.0,8,Monthly,2007-03-06,English,Active
CUS004303,1820698949,Ghada Al-Shammari,Female,1975-06-25,49,Saudi,Riyadh,Married,3,Bachelor,Government,Government,Police Officer,20468.0,11,Monthly,2012-01-16,Arabic,Active
CUS004304,1384065597,Rayan Al-Qahtani,Male,1983-09-20,41,Saudi,Taif,Married,1,Bachelor,Government,Government,Government Employee,13826.0,5,Bi-Monthly,2019-11-17,Arabic,Active
CUS004305,1901148728,Noura Al-Thubaiti,Female,1988-05-03,37,Saudi,Dammam,Married,2,Diploma,Private,Private,Accountant,9303.0,16,Monthly,2021-04-27,Arabic,Active
CUS004306,1820619347,Osama Al-Sulami,Male,1981-04-02,44,Saudi,Riyadh,Married,1,High School,Government,Government,Teacher,26303.0,7,Monthly,2014-03-24,Arabic,Inactive
CUS004307,1563034324,Ziad Al-Harbi,Male,1969-04-25,56,Saudi,Najran,Married,3,Bachelor,Self-Employed,Self-Employed,Investor,22120.0,16,Monthly,2010-05-20,Arabic,Active
CUS004308,1636292215,Wafa Al-Makki,Female,1974-05-10,51,Saudi,Dammam,Married,2,Bachelor,Private,Private,Software Engineer,4083.0,16,Monthly,2017-03-07,English,Active
CUS004309,1901130413,Hessa Al-Subaie,Female,1970-07-17,54,Expat,Riyadh,Married,3,No Formal Education,Private,Private,Accountant,11300.0,5,Monthly,2009-06-13,Arabic,Active
CUS004310,1345096708,Lujain Al-Bishi,Female,2002-11-14,22,Saudi,Taif,Single,0,Bachelor,Government,Government,Doctor,34329.0,0,Monthly,2014-01-14,Arabic,Active
CUS004311,1322510544,Mohammed Al-Otaibi,Male,1963-05-23,62,Saudi,Mecca,Married,1,Bachelor,Retired,Retired,Retired Engineer,12321.0,32,Monthly,2013-06-21,Arabic,Active
CUS004312,1301232445,Dana Al-Sulami,Female,2002-01-08,23,Saudi,Riyadh,Married,1,No Formal Education,Government,Government,Engineer,33851.0,0,Bi-Monthly,2014-04-27,Arabic,Active
CUS004313,1864155748,Talal Al-Dossari,Male,1974-08-28,50,Saudi,Abha,Married,3,Bachelor,Retired,Retired,Retired Military,4507.0,20,Monthly,2017-09-10,Arabic,Active
CUS004314,1291465139,Nora Al-Maghamsi,Female,1997-05-02,28,Saudi,Khobar,Single,0,High School,Government,Government,Government Employee,16962.0,1,Monthly,2011-04-12,Arabic,Active
CUS004315,1769585048,Abeer Al-Hamdan,Female,1998-02-26,27,Saudi,Medina,Single,0,Bachelor,Retired,Retired,Retired Military,7504.0,7,Monthly,2019-05-10,English,Active
CUS004316,1175755817,Abdullah Al-Dossari,Male,1993-04-06,32,Saudi,Hail,Divorced,1,Diploma,Self-Employed,Self-Employed,Transport Owner,35168.0,9,Monthly,2021-12-11,Arabic,Inactive
CUS004317,1840649545,Sanaa Al-Yami,Female,1985-10-06,39,Expat,Taif,Married,1,PhD,Government,Government,Engineer,15370.0,14,Bi-Monthly,2009-03-27,Arabic,Active
CUS004318,1275057293,Khalid Al-Harbi,Male,1978-07-15,46,Saudi,Riyadh,Married,4,Bachelor,Retired,Retired,Retired Military,5475.0,24,Monthly,2014-02-17,English,Active
CUS004319,1404323640,Khalid Al-Enezi,Male,1977-02-09,48,Saudi,Buraidah,Married,4,High School,Private,Private,IT Specialist,24484.0,15,Monthly,2012-08-07,Arabic,Active
CUS004320,1684505346,Raed Al-Madani,Male,1990-03-04,35,Saudi,Jeddah,Divorced,2,High School,Government,Government,Army Officer,12136.0,13,Monthly,2016-05-22,Arabic,Active
CUS004321,1746701448,Khalid Al-Zahrani,Male,1991-02-19,34,Saudi,Jeddah,Single,0,Bachelor,Government,Government,Army Officer,21321.0,4,Monthly,2013-06-02,Arabic,Active
CUS004322,1454651005,Aisha Al-Sulami,Female,1990-10-17,34,Saudi,Arar,Married,1,Bachelor,Private,Private,IT Specialist,24019.0,9,Monthly,2021-05-23,Arabic,Active
CUS004323,1478224779,Shatha Al-Zahrani,Female,2002-04-15,23,Saudi,Khobar,Single,0,Bachelor,Private,Private,Sales Manager,21987.0,0,Monthly,2018-12-21,Arabic,Active
CUS004324,1674085777,Osama Al-Madani,Male,1975-08-01,49,Saudi,Jeddah,Married,2,Bachelor,Self-Employed,Self-Employed,Consultant,3629.0,7,Monthly,2011-10-28,Arabic,Active
CUS004325,1599552956,Nora Al-Bishi,Female,1999-05-23,26,Saudi,Medina,Single,0,Diploma,Self-Employed,Self-Employed,Freelancer,36587.0,3,Monthly,2018-10-28,English,Active
CUS004326,1840314695,Hessa Al-Zahrani,Female,1981-10-03,43,Saudi,Mecca,Married,2,High School,Private,Private,Logistics Coordinator,27958.0,23,Monthly,2006-08-04,Arabic,Active
CUS004327,1569980318,Abdulrahman Al-Thubaiti,Male,1976-07-23,48,Saudi,Riyadh,Divorced,2,Bachelor,Self-Employed,Self-Employed,Trader,27597.0,2,Monthly,2018-08-03,Arabic,Active
CUS004328,1131146481,Ibtisam Al-Yami,Female,1991-02-04,34,Saudi,Buraidah,Married,2,High School,Private,Private,IT Specialist,14447.0,6,Monthly,2017-12-10,Arabic,Active
CUS004329,1111346704,Talal Al-Asmari,Male,1990-12-11,34,Saudi,Abha,Married,5,PhD,Government,Government,Ministry Clerk,17453.0,13,Monthly,2015-10-05,Arabic,Active
CUS004330,1807848685,Najla Al-Harbi,Female,1984-06-12,40,Saudi,Khobar,Married,3,High School,Retired,Retired,Retired Teacher,5968.0,15,Monthly,2017-02-27,Arabic,Active
CUS004331,1554451147,Mansour Al-Ghamdi,Male,1991-11-17,33,Saudi,Mecca,Divorced,2,Bachelor,Government,Government,Teacher,7497.0,7,Monthly,2020-08-01,Arabic,Active
CUS004332,1273603528,Ibrahim Al-Malki,Male,1978-02-23,47,Saudi,Riyadh,Divorced,3,Diploma,Government,Government,Nurse,24170.0,13,Monthly,2012-03-15,Arabic,Active
CUS004333,1356787422,Mansour Al-Shammari,Male,1969-12-22,55,Saudi,Buraidah,Married,4,Diploma,Self-Employed,Self-Employed,Freelancer,30079.0,11,Monthly,2020-07-24,Arabic,Suspended
CUS004334,1827342192,Sanaa Al-Khaldi,Female,1959-06-14,65,Saudi,Jeddah,Married,1,Master,Private,Private,HR Specialist,7331.0,4,Monthly,2007-07-25,Arabic,Active
CUS004335,1760308410,Muhannad Al-Johani,Male,2002-09-21,22,Saudi,Riyadh,Single,0,Bachelor,Government,Government,Nurse,27143.0,2,Monthly,2023-11-01,English,Active
CUS004336,1381073809,Ali Al-Ghamdi,Male,1964-03-29,61,Saudi,Sakaka,Married,2,Diploma,Government,Government,Ministry Clerk,34050.0,5,Bi-Monthly,2009-12-07,English,Active
CUS004337,1435851135,Nawaf Al-Balawi,Male,1959-10-28,65,Saudi,Taif,Married,5,Diploma,Private,Private,Software Engineer,23450.0,4,Monthly,2020-12-02,Arabic,Active
CUS004338,1725651911,Dalal Al-Qahtani,Female,1964-10-15,60,Saudi,Medina,Married,4,Diploma,Student,Student,Vocational Student,1894.0,0,Monthly,2019-06-06,Arabic,Active
CUS004339,1736540607,Ibrahim Al-Khaldi,Male,1980-10-13,44,Saudi,Riyadh,Married,1,Bachelor,Private,Private,Operations Manager,4100.0,22,Monthly,2011-12-12,Arabic,Inactive
CUS004340,1827448454,Faisal Al-Sulami,Male,1975-11-09,49,Saudi,Riyadh,Married,1,Bachelor,Private,Private,HR Specialist,20253.0,25,Monthly,2011-08-04,Arabic,Active
CUS004341,1399624885,Saad Al-Bishi,Male,2001-11-23,23,Saudi,Jeddah,Single,0,Diploma,Government,Government,Administrative Staff,34786.0,3,Monthly,2022-12-22,Arabic,Active
CUS004342,1271433479,Ziad Al-Qurashi,Male,1959-10-12,65,Saudi,Medina,Married,5,Diploma,Government,Government,Doctor,30769.0,3,Monthly,2012-01-27,Arabic,Active
CUS004343,1552846118,Ghada Al-Sulami,Female,2001-02-09,24,Saudi,Dammam,Single,0,Bachelor,Government,Government,Administrative Staff,31454.0,4,Monthly,2021-04-12,Arabic,Active
CUS004344,1394835452,Nora Al-Shammari,Female,2003-01-27,22,Expat,Tabuk,Married,3,Bachelor,Government,Government,Ministry Clerk,23463.0,2,Monthly,2012-03-12,Arabic,Active
CUS004345,1134116806,Majed Al-Otaibi,Male,1984-11-17,40,Saudi,Mecca,Married,5,Diploma,Private,Private,,10782.0,10,Monthly,2010-07-22,Arabic,Active
CUS004346,1624189699,Salman Al-Dossari,Male,1989-08-13,35,Saudi,Medina,Divorced,1,Bachelor,Government,Government,Ministry Clerk,27468.0,8,Bi-Monthly,2020-08-13,Arabic,Active
CUS004347,1543004859,Dalal Al-Shammari,Female,1972-12-23,52,Saudi,Abha,Married,5,Master,Government,Government,Police Officer,32909.0,22,Monthly,2008-08-16,Arabic,Active
CUS004348,1125801420,Saud Al-Malki,Male,1963-01-20,62,Saudi,Dammam,Married,4,Bachelor,Self-Employed,Self-Employed,Investor,16541.0,18,Monthly,2018-05-19,Arabic,Active
CUS004349,1783093120,Ghada Al-Qahtani,Female,2004-02-28,21,Saudi,Khamis Mushait,Single,0,High School,Retired,Retired,Retired Teacher,5311.0,1,Monthly,2013-09-29,Arabic,Active
CUS004350,1696096970,Ibtisam Al-Johani,Female,1967-02-11,58,Saudi,Buraidah,Married,1,Bachelor,Student,Student,Vocational Student,962.0,0,Bi-Monthly,2016-03-03,English,Active
CUS004351,1738489672,Najla Al-Thubaiti,Female,1970-06-02,55,Saudi,Riyadh,Married,3,No Formal Education,Private,Private,Logistics Coordinator,8191.0,4,Monthly,2016-02-27,Arabic,Inactive
CUS004352,1446851840,Abdullah Al-Yami,Male,1997-08-09,27,Saudi,Yanbu,Single,0,Bachelor,Government,Government,Army Officer,27397.0,4,Monthly,2009-04-05,Arabic,Active
CUS004353,1321544059,Omar Al-Qahtani,Male,1959-07-29,65,Saudi,Riyadh,Widowed,2,Bachelor,Self-Employed,Self-Employed,Transport Owner,22922.0,17,Monthly,2016-01-11,Arabic,Inactive
CUS004354,1163519232,Fatima Al-Makki,Female,1992-01-28,33,Saudi,Jubail,Single,0,High School,Government,Government,Administrative Staff,8057.0,13,Monthly,2012-01-27,English,Inactive
CUS004355,1191421878,Majed Al-Subaie,Male,2003-12-13,21,Expat,Dammam,Single,0,Master,Private,Private,IT Specialist,9454.0,1,Monthly,2018-01-16,Arabic,Active
CUS004356,1238269514,Layla Al-Ghamdi,Female,1991-05-30,34,Saudi,Medina,Married,2,Bachelor,Self-Employed,Self-Employed,Freelancer,47318.0,9,Bi-Monthly,2011-12-28,Arabic,Active
CUS004357,1871387731,Saad Al-Anzi,Male,1975-07-02,49,Saudi,Jeddah,Married,5,High School,Self-Employed,Self-Employed,Consultant,33864.0,24,Monthly,2008-07-03,English,Active
CUS004358,1150678977,Fatima Al-Asmari,Female,2001-06-22,23,Saudi,Riyadh,Single,0,Bachelor,Student,Student,University Student,1503.0,0,Monthly,2017-02-23,Arabic,Active
CUS004359,1342009512,Ziad Al-Malki,Male,1980-12-10,44,Saudi,Riyadh,Married,4,High School,Self-Employed,Self-Employed,Freelancer,41538.0,9,Monthly,2009-09-09,Arabic,Active
CUS004360,1363001297,Ahmed Al-Subaie,Male,2004-05-29,21,Saudi,Taif,Married,5,Master,Private,Private,Customer Service,13533.0,0,Weekly,2006-12-28,Arabic,Inactive
CUS004361,1718390067,Tariq Al-Otaibi,Male,1994-12-27,30,Saudi,Jeddah,Married,4,Bachelor,Government,Government,Police Officer,12951.0,10,Bi-Monthly,2016-04-17,Arabic,Active
CUS004362,1649382388,Rana Al-Zahrani,Female,1992-02-16,33,Saudi,Mecca,Single,0,Bachelor,Student,Student,University Student,1470.0,0,Monthly,2019-07-09,Arabic,Active
CUS004363,1131069635,Sara Al-Shehri,Female,1969-03-09,56,Saudi,Najran,Married,4,Bachelor,Government,Government,Police Officer,8402.0,23,Monthly,2017-03-12,Arabic,Active
CUS004364,1844971832,Bader Al-Hamdan,Male,1996-05-30,29,Expat,Riyadh,Single,0,Bachelor,Retired,Retired,Retired Military,5080.0,9,Monthly,2016-10-13,Arabic,Active
CUS004365,1225980248,Mishaal Al-Dossari,Male,1991-01-17,34,Saudi,Khobar,Single,0,High School,Government,Government,Teacher,20223.0,11,Monthly,2019-09-29,Arabic,Active
CUS004366,1359119541,Reem Al-Sulami,Female,1969-01-03,56,Saudi,Jeddah,Divorced,0,Bachelor,Government,Government,Customs Officer,,10,Monthly,2013-11-01,Arabic,Active
CUS004367,1874533647,Mishaal Al-Bishi,Male,1994-11-10,30,Saudi,Riyadh,Married,2,High School,Retired,Retired,Retired Military,11345.0,10,Monthly,2007-06-11,Arabic,Active
CUS004368,1641761312,Bader Al-Johani,Male,1965-01-09,60,Saudi,Taif,Single,0,High School,Government,Government,Administrative Staff,18942.0,15,Monthly,2013-12-01,English,Active
CUS004369,1635581394,Ziad Al-Bogami,Male,1982-04-03,43,Saudi,Dammam,Widowed,3,No Formal Education,Retired,Retired,Retired Teacher,9978.0,23,Monthly,2014-05-24,Arabic,Active
CUS004370,1197836569,Fahad Al-Sulami,Male,1969-09-06,55,Saudi,Riyadh,Married,4,Diploma,Government,Government,Doctor,17464.0,25,Monthly,2013-12-22,Arabic,Active
CUS004371,1915192095,Turki Al-Otaibi,Male,1998-01-11,27,Saudi,Mecca,Single,0,Bachelor,Retired,Retired,Retired Government,11778.0,7,Monthly,2010-02-24,English,Active
CUS004372,1503642323,Fahad Al-Madani,Male,1963-01-15,62,Saudi,Taif,Married,4,Master,Private,Private,HR Specialist,13872.0,12,Monthly,2010-06-21,Arabic,Active
